Gene_ID	H69ARSUP1	H69ARSUP2	H69ARSUP3	H69ARWT1	H69ARWT2	H69ARWT3
ENSG00000204818	0	0	0	0	0	0
ENSG00000204822	0	0	0	0	0	0
ENSG00000204832	0	0	0	0	0	0
ENSG00000204837	15	23	15	20	26	13
ENSG00000204839	339	298	287	312	323	209
ENSG00000204842	3790	3781	3727	2184	2554	2174
ENSG00000204843	3909	4099	4078	3400	3972	2854
ENSG00000204849	0	0	0	0	0	0
ENSG00000204850	0	0	0	0	0	0
ENSG00000204851	0	0	0	0	0	0
ENSG00000204852	339	332	333	251	395	265
ENSG00000204856	1529	1546	1662	1765	1756	1682
ENSG00000204859	1433	1447	1267	1404	1070	867
ENSG00000204860	0	0	0	0	0	0
ENSG00000204866	0	0	0	0	0	0
ENSG00000204869	4	5	7	0	0	1
ENSG00000204872	0	0	0	0	0	1
ENSG00000204873	0	0	0	0	0	0
ENSG00000204876	0	1	0	0	0	0
ENSG00000204880	0	0	0	0	0	0
ENSG00000204882	0	1	1	2	6	0
ENSG00000204887	0	0	0	0	0	0
ENSG00000204889	0	0	0	0	0	0
ENSG00000204894	0	0	0	0	0	0
ENSG00000204897	0	0	0	0	0	0
ENSG00000204899	1701	1408	1574	1409	1281	1248
ENSG00000204904	16	15	18	9	14	10
ENSG00000204909	0	0	0	0	0	0
ENSG00000204913	2	0	0	0	0	0
ENSG00000204915	0	0	1	0	0	0
ENSG00000204918	0	0	0	0	0	0
ENSG00000204919	0	0	0	0	0	0
ENSG00000204920	318	283	332	128	178	202
ENSG00000204922	99	87	86	132	72	85
ENSG00000204923	56	76	72	35	29	29
ENSG00000204928	0	0	0	0	0	0
ENSG00000204929	38	30	42	26	32	50
ENSG00000204930	0	0	0	0	0	0
ENSG00000204933	0	0	0	0	0	0
ENSG00000204934	406	432	377	397	365	272
ENSG00000204936	1	0	0	0	0	3
ENSG00000204941	0	0	0	0	0	0
ENSG00000204946	2940	2902	2715	1544	1862	1326
ENSG00000204947	675	658	565	332	499	396
ENSG00000204949	0	0	0	0	0	0
ENSG00000204950	21	15	17	20	5	3
ENSG00000204952	0	0	0	1	0	4
ENSG00000204954	464	527	498	587	604	546
ENSG00000204956	15	21	19	7	13	16
ENSG00000204959	0	0	0	0	0	0
ENSG00000204960	2	0	0	0	1	0
ENSG00000204961	0	0	0	0	0	0
ENSG00000204962	0	0	0	0	0	0
ENSG00000204963	0	0	0	0	0	0
ENSG00000204965	0	0	0	0	0	0
ENSG00000204967	0	0	0	0	0	0
ENSG00000204969	0	0	0	0	0	0
ENSG00000204970	0	0	0	0	0	0
ENSG00000204971	1	0	0	8	0	1
ENSG00000204977	0	0	0	0	0	0
ENSG00000204978	2	4	1	10	5	6
ENSG00000204979	0	0	0	0	0	1
ENSG00000204982	2	0	3	4	0	0
ENSG00000204983	0	0	0	0	0	0
ENSG00000204989	0	0	0	0	0	0
ENSG00000204990	0	0	0	0	0	0
ENSG00000204991	1727	1719	1604	2716	1988	1537
ENSG00000204993	0	0	0	0	0	0
ENSG00000205002	1	0	0	0	1	2
ENSG00000205015	1	1	0	0	0	0
ENSG00000205018	0	0	0	0	0	0
ENSG00000205022	0	0	0	0	6	0
ENSG00000205025	0	0	0	0	0	0
ENSG00000205029	0	0	0	0	0	0
ENSG00000205030	0	0	0	0	0	0
ENSG00000205035	0	0	2	1	1	3
ENSG00000205037	17	15	20	21	13	7
ENSG00000205038	30	23	39	22	25	24
ENSG00000205041	0	0	0	0	0	0
ENSG00000205044	0	0	0	0	0	0
ENSG00000205045	0	0	0	0	0	0
ENSG00000205054	5	9	3	9	3	4
ENSG00000205056	0	0	0	0	0	0
ENSG00000205057	1	0	0	0	0	0
ENSG00000205060	4127	3952	3837	2269	2992	2461
ENSG00000205076	3	2	2	12	13	6
ENSG00000205078	0	0	0	0	0	0
ENSG00000205084	0	0	0	0	0	0
ENSG00000205085	40	32	33	14	11	11
ENSG00000205086	0	0	0	0	0	0
ENSG00000205089	0	2	0	0	0	0
ENSG00000205090	108	90	73	38	55	51
ENSG00000205097	0	0	0	0	0	0
ENSG00000205100	0	0	0	0	0	0
ENSG00000205105	0	0	0	0	0	0
ENSG00000205106	0	0	0	0	0	0
ENSG00000205108	0	0	0	0	0	0
ENSG00000205111	42	30	28	28	23	31
ENSG00000205116	95	103	93	215	195	154
ENSG00000205126	0	0	0	0	0	0
ENSG00000205129	295	185	195	115	101	131
ENSG00000205133	8	4	8	19	7	19
ENSG00000205138	438	473	440	1357	833	717
ENSG00000205143	23	23	27	40	42	34
ENSG00000205155	1	1	4	0	0	1
ENSG00000205174	0	0	0	0	0	0
ENSG00000205176	0	0	0	0	2	0
ENSG00000205177	0	0	0	0	0	0
ENSG00000205181	3	5	13	7	3	0
ENSG00000205184	0	1	1	0	0	0
ENSG00000205186	0	0	0	0	0	0
ENSG00000205189	1115	886	896	400	552	507
ENSG00000205208	1646	1415	1437	1247	1331	997
ENSG00000205209	36	41	28	10	5	16
ENSG00000205212	1	0	0	0	0	0
ENSG00000205213	11000	9836	10134	3647	5809	4692
ENSG00000205215	0	1	0	0	4	0
ENSG00000205220	18	25	17	24	26	19
ENSG00000205221	776	778	757	981	1057	991
ENSG00000205231	0	0	0	0	0	0
ENSG00000205236	0	0	0	0	0	0
ENSG00000205238	0	0	0	0	0	0
ENSG00000205240	0	3	1	0	0	2
ENSG00000205250	3510	3316	3172	5423	4290	3352
ENSG00000205266	0	0	0	0	0	0
ENSG00000205267	3	6	4	0	0	1
ENSG00000205268	253	217	212	107	202	219
ENSG00000205269	3274	2480	2914	1577	1827	1969
ENSG00000205274	0	0	1	3	4	2
ENSG00000205277	2	3	2	23	8	7
ENSG00000205279	0	0	1	0	0	0
ENSG00000205293	0	0	0	3	3	0
ENSG00000205300	0	0	0	0	0	0
ENSG00000205301	0	1	1	1	2	1
ENSG00000205302	3470	3430	3186	3546	3938	4217
ENSG00000205307	0	0	0	0	0	0
ENSG00000205309	312	294	291	1426	842	661
ENSG00000205312	0	0	0	0	0	0
ENSG00000205318	14	17	12	10	12	11
ENSG00000205323	7	10	4	0	5	5
ENSG00000205325	0	0	0	0	0	0
ENSG00000205327	0	0	0	0	0	0
ENSG00000205328	0	0	0	0	0	0
ENSG00000205329	0	0	0	0	0	0
ENSG00000205330	0	0	0	0	1	0
ENSG00000205331	0	0	0	0	0	0
ENSG00000205333	0	0	0	0	0	0
ENSG00000205334	16	21	17	19	34	28
ENSG00000205336	222	236	201	250	219	167
ENSG00000205339	10341	9517	9707	4714	7537	6355
ENSG00000205352	0	0	0	0	0	0
ENSG00000205356	1102	1216	1026	862	724	516
ENSG00000205358	0	3	0	9	1	0
ENSG00000205359	140	93	90	47	46	91
ENSG00000205360	0	0	0	0	0	0
ENSG00000205361	0	0	0	0	1	0
ENSG00000205362	0	0	0	0	0	0
ENSG00000205363	35	38	30	29	27	15
ENSG00000205364	0	0	0	0	0	0
ENSG00000205396	0	0	0	0	0	0
ENSG00000205403	0	0	0	0	0	0
ENSG00000205409	0	0	0	0	0	0
ENSG00000205412	0	0	0	0	0	0
ENSG00000205413	26	28	28	37	45	38
ENSG00000205414	0	0	0	0	0	0
ENSG00000205420	1	0	0	0	0	0
ENSG00000205423	630	548	505	357	374	363
ENSG00000205424	0	0	0	0	0	0
ENSG00000205426	0	0	0	0	0	0
ENSG00000205433	0	0	0	0	0	0
ENSG00000205436	14	6	7	14	21	14
ENSG00000205439	0	0	0	0	0	0
ENSG00000205442	0	0	0	0	0	0
ENSG00000205444	0	0	0	0	0	0
ENSG00000205445	0	0	0	0	0	0
ENSG00000205449	0	0	0	0	1	0
ENSG00000205452	0	0	0	0	0	0
ENSG00000205456	0	0	0	0	0	0
ENSG00000205457	0	0	0	0	0	0
ENSG00000205464	226	195	219	36	74	53
ENSG00000205476	923	814	935	466	594	313
ENSG00000205482	0	0	0	0	0	0
ENSG00000205485	736	664	534	424	401	707
ENSG00000205488	1	0	4	1	0	1
ENSG00000205494	0	0	0	0	0	0
ENSG00000205495	0	0	0	0	0	0
ENSG00000205496	0	0	0	0	0	0
ENSG00000205497	0	0	0	0	0	0
ENSG00000205500	0	0	0	0	0	0
ENSG00000205502	0	0	0	1	0	0
ENSG00000205517	2	8	6	6	1	6
ENSG00000205531	17476	17057	16574	18129	14816	13832
ENSG00000205534	0	0	0	0	0	0
ENSG00000205537	0	0	0	0	0	0
ENSG00000205542	91219	98068	90540	122135	103837	108226
ENSG00000205544	0	0	0	0	0	0
ENSG00000205549	75	117	77	80	64	83
ENSG00000205559	0	0	0	0	0	0
ENSG00000205560	0	0	0	0	0	0
ENSG00000205562	5	2	3	8	13	5
ENSG00000205571	19	9	14	11	8	15
ENSG00000205572	107	92	96	100	73	58
ENSG00000205578	24	18	9	4	6	2
ENSG00000205579	3	1	3	3	3	0
ENSG00000205581	13971	13592	13476	19675	17165	15775
ENSG00000205583	588	539	473	362	343	199
ENSG00000205584	0	0	0	0	0	0
ENSG00000205592	0	0	0	0	1	0
ENSG00000205593	125	115	110	201	125	104
ENSG00000205596	0	1	0	0	0	0
ENSG00000205609	0	0	0	0	0	0
ENSG00000205611	0	0	0	0	0	0
ENSG00000205622	1	2	3	4	3	0
ENSG00000205625	0	0	0	0	0	0
ENSG00000205628	0	0	0	0	0	0
ENSG00000205629	986	1063	1008	2102	1338	1420
ENSG00000205632	0	0	0	0	0	0
ENSG00000205634	43	59	78	13	17	11
ENSG00000205636	0	2	0	1	2	0
ENSG00000205639	17	33	30	13	14	6
ENSG00000205642	0	0	0	0	0	0
ENSG00000205643	419	404	372	725	545	484
ENSG00000205644	0	0	0	0	0	0
ENSG00000205649	0	0	0	0	0	0
ENSG00000205653	0	0	0	0	0	0
ENSG00000205659	871	841	702	774	748	776
ENSG00000205667	0	0	0	0	0	0
ENSG00000205669	0	0	0	0	0	0
ENSG00000205670	0	1	0	1	7	4
ENSG00000205678	1	0	0	0	0	2
ENSG00000205682	0	0	0	0	0	0
ENSG00000205683	31	23	34	16	23	24
ENSG00000205693	36	23	24	17	15	20
ENSG00000205695	0	0	0	0	0	0
ENSG00000205696	0	0	0	0	0	0
ENSG00000205702	103	90	74	57	50	29
ENSG00000205704	41	32	28	112	85	60
ENSG00000205707	303	324	328	346	340	384
ENSG00000205710	0	0	0	0	0	0
ENSG00000205716	0	0	0	0	0	0
ENSG00000205718	0	0	0	0	0	0
ENSG00000205726	0	0	0	0	0	0
ENSG00000205730	12	19	10	4	6	7
ENSG00000205740	65	90	71	27	39	50
ENSG00000205744	0	1	3	2	9	1
ENSG00000205745	1	1	0	0	0	0
ENSG00000205746	3512	3517	3351	706	1126	425
ENSG00000205754	0	0	0	0	0	0
ENSG00000205755	0	1	0	1	1	0
ENSG00000205758	0	0	0	0	0	0
ENSG00000205763	516	489	457	396	446	388
ENSG00000205765	1491	1251	1312	733	1153	992
ENSG00000205767	0	0	0	0	0	0
ENSG00000205771	45	42	47	32	34	45
ENSG00000205777	0	0	0	1	0	0
ENSG00000205784	1	1	2	3	0	4
ENSG00000205786	0	0	0	1	0	0
ENSG00000205790	0	0	0	0	0	0
ENSG00000205791	21	26	28	60	63	48
ENSG00000205794	30	46	29	31	40	27
ENSG00000205795	11	14	12	12	15	15
ENSG00000205808	0	0	0	0	0	0
ENSG00000205809	0	0	0	0	0	0
ENSG00000205810	0	0	0	0	0	0
ENSG00000205822	8	7	2	5	5	12
ENSG00000205830	0	0	0	0	0	0
ENSG00000205832	4	4	6	5	11	3
ENSG00000205835	0	0	0	2	0	0
ENSG00000205837	0	0	0	0	0	0
ENSG00000205838	24	24	19	76	58	43
ENSG00000205846	0	0	0	0	0	0
ENSG00000205847	0	0	0	0	0	0
ENSG00000205853	10	19	11	5	3	8
ENSG00000205856	0	0	0	0	0	0
ENSG00000205857	0	2	0	0	0	0
ENSG00000205858	0	1	1	0	0	0
ENSG00000205861	24	15	18	23	26	18
ENSG00000205863	1	4	0	0	2	4
ENSG00000205864	1	0	0	0	0	0
ENSG00000205865	0	0	0	0	0	0
ENSG00000205866	0	0	0	0	0	0
ENSG00000205867	0	0	0	0	0	0
ENSG00000205869	0	0	0	0	0	0
ENSG00000205871	0	0	0	0	0	0
ENSG00000205879	0	0	0	0	0	0
ENSG00000205882	0	0	0	0	0	0
ENSG00000205883	0	0	0	0	0	0
ENSG00000205884	0	0	0	0	0	0
ENSG00000205885	8	8	3	0	3	3
ENSG00000205890	0	0	0	0	0	0
ENSG00000205897	0	0	0	0	0	0
ENSG00000205898	0	0	0	0	0	0
ENSG00000205899	0	2	1	2	0	2
ENSG00000205903	3318	3393	3040	2455	2714	1534
ENSG00000205913	267	216	201	208	176	138
ENSG00000205916	0	0	0	0	0	0
ENSG00000205918	288	424	327	72	122	98
ENSG00000205922	9	19	6	9	5	7
ENSG00000205923	0	0	0	0	0	0
ENSG00000205927	0	0	0	0	0	0
ENSG00000205929	0	0	0	0	0	0
ENSG00000205930	43	35	52	38	50	66
ENSG00000205936	0	0	0	0	0	0
ENSG00000205937	17499	18600	17649	28572	19564	17052
ENSG00000205940	16	9	8	4	5	15
ENSG00000205944	0	0	0	0	0	0
ENSG00000205946	0	0	0	0	0	0
ENSG00000205955	0	2	2	2	0	2
ENSG00000205959	9	20	14	13	4	3
ENSG00000205971	0	0	0	0	0	0
ENSG00000205976	0	0	0	0	0	0
ENSG00000205978	703	758	832	745	787	455
ENSG00000205981	1154	1232	1198	1971	1709	1563
ENSG00000205989	0	0	0	0	0	0
ENSG00000206013	5	4	7	7	1	0
ENSG00000206014	0	0	0	0	0	0
ENSG00000206026	4	1	1	0	0	0
ENSG00000206028	0	0	0	0	0	0
ENSG00000206034	0	0	0	0	0	0
ENSG00000206042	0	0	0	0	0	0
ENSG00000206043	0	0	0	0	0	0
ENSG00000206047	0	0	0	0	0	0
ENSG00000206052	1492	1269	1277	2049	1988	2581
ENSG00000206053	6616	7036	6727	6914	6792	5854
ENSG00000206062	0	0	0	0	0	0
ENSG00000206066	0	0	0	0	0	0
ENSG00000206069	1	0	0	0	0	0
ENSG00000206072	0	0	0	0	0	0
ENSG00000206073	0	0	0	0	0	0
ENSG00000206075	3	4	1	33	54	37
ENSG00000206077	81	109	131	56	81	60
ENSG00000206090	0	0	0	2	0	0
ENSG00000206102	0	0	0	0	0	3
ENSG00000206104	0	0	0	0	0	0
ENSG00000206105	0	0	0	0	0	0
ENSG00000206106	0	0	0	0	0	0
ENSG00000206107	0	0	0	0	0	0
ENSG00000206113	44	55	39	51	37	28
ENSG00000206120	1231	925	823	590	739	2319
ENSG00000206127	27	11	5	4	7	2
ENSG00000206129	37	44	37	17	27	25
ENSG00000206140	6	20	8	9	14	24
ENSG00000206142	0	0	0	0	0	0
ENSG00000206144	0	0	0	0	0	0
ENSG00000206145	0	0	0	3	2	0
ENSG00000206147	0	0	0	0	0	0
ENSG00000206149	779	794	711	308	395	403
ENSG00000206150	0	0	0	0	0	0
ENSG00000206159	0	1	0	0	0	0
ENSG00000206168	12	8	9	0	8	3
ENSG00000206172	4	2	4	8	3	5
ENSG00000206177	2	1	2	1	1	0
ENSG00000206178	0	0	0	0	0	0
ENSG00000206181	0	0	0	0	0	0
ENSG00000206187	0	0	1	0	2	1
ENSG00000206190	0	0	1	0	1	0
ENSG00000206192	1	0	0	0	0	0
ENSG00000206195	827	775	809	545	666	655
ENSG00000206199	12	5	11	13	11	23
ENSG00000206203	0	0	0	0	0	0
ENSG00000206228	0	0	0	0	0	0
ENSG00000206249	0	0	0	0	0	0
ENSG00000206260	0	0	0	0	0	0
ENSG00000206262	2	1	0	4	2	1
ENSG00000206337	1	1	8	0	3	3
ENSG00000206341	114	94	102	205	155	127
ENSG00000206344	26	32	33	7	6	14
ENSG00000206356	0	0	0	0	0	0
ENSG00000206384	20	35	35	16	1	22
ENSG00000206417	304	293	256	253	200	167
ENSG00000206418	2014	1787	1681	949	949	892
ENSG00000206422	0	0	0	0	0	0
ENSG00000206432	38	35	26	11	15	17
ENSG00000206448	0	0	0	0	0	0
ENSG00000206474	0	0	0	0	0	0
ENSG00000206503	3791	4085	3860	8807	5745	4260
ENSG00000206527	3720	3353	3527	2303	3271	2613
ENSG00000206530	247	257	250	92	140	171
ENSG00000206531	144	137	119	101	157	188
ENSG00000206535	913	868	865	589	629	724
ENSG00000206536	0	0	0	0	0	0
ENSG00000206538	1	1	0	0	2	0
ENSG00000206549	0	2	0	0	0	0
ENSG00000206552	0	0	0	0	0	0
ENSG00000206557	105	119	140	60	84	134
ENSG00000206559	0	0	0	0	0	0
ENSG00000206560	371	309	295	112	150	265
ENSG00000206561	5	14	15	2	13	1
ENSG00000206562	643	657	681	708	623	604
ENSG00000206567	1	3	0	0	3	3
ENSG00000206573	815	709	664	725	671	748
ENSG00000206579	1	1	0	0	5	2
ENSG00000206582	0	0	0	0	0	0
ENSG00000206583	0	0	0	0	0	0
ENSG00000206585	1	1	0	0	0	0
ENSG00000206587	0	0	0	0	0	0
ENSG00000206588	0	1	1	0	0	0
ENSG00000206589	0	0	0	0	0	0
ENSG00000206590	0	0	0	0	0	0
ENSG00000206592	0	0	0	0	0	0
ENSG00000206593	0	0	0	0	0	0
ENSG00000206595	0	0	0	0	0	0
ENSG00000206596	0	0	0	0	0	0
ENSG00000206597	0	0	0	0	0	0
ENSG00000206598	0	0	0	0	0	0
ENSG00000206599	0	0	0	0	0	0
ENSG00000206600	0	0	0	0	0	0
ENSG00000206601	0	0	0	0	0	0
ENSG00000206602	0	0	0	0	0	0
ENSG00000206603	0	0	0	0	0	0
ENSG00000206604	0	0	0	0	0	0
ENSG00000206605	0	0	0	0	0	0
ENSG00000206606	0	0	0	0	0	0
ENSG00000206609	0	0	0	0	0	0
ENSG00000206611	0	0	0	0	0	0
ENSG00000206612	0	0	0	0	0	0
ENSG00000206613	0	0	0	0	0	0
ENSG00000206614	0	0	0	0	0	0
ENSG00000206615	0	0	0	0	0	0
ENSG00000206616	0	0	0	0	0	0
ENSG00000206617	0	0	0	0	0	0
ENSG00000206618	0	0	0	0	0	0
ENSG00000206620	0	0	0	0	0	0
ENSG00000206621	0	0	0	0	0	0
ENSG00000206622	0	0	0	0	0	0
ENSG00000206623	0	0	0	0	0	0
ENSG00000206624	0	0	0	0	0	0
ENSG00000206625	0	0	0	0	0	0
ENSG00000206627	0	0	0	0	0	0
ENSG00000206629	0	0	0	0	0	0
ENSG00000206630	0	0	0	0	0	0
ENSG00000206631	0	0	0	0	0	0
ENSG00000206633	0	0	0	0	0	0
ENSG00000206634	0	0	0	0	0	0
ENSG00000206635	0	0	0	0	0	0
ENSG00000206636	0	0	0	0	0	0
ENSG00000206637	0	0	0	0	0	0
ENSG00000206638	0	0	0	0	0	0
ENSG00000206639	0	0	0	0	0	0
ENSG00000206640	0	0	0	0	0	0
ENSG00000206641	0	0	0	0	0	0
ENSG00000206644	0	0	0	0	0	0
ENSG00000206645	0	0	0	0	0	0
ENSG00000206646	0	0	0	0	0	0
ENSG00000206647	0	0	0	0	0	0
ENSG00000206649	0	0	0	0	0	0
ENSG00000206650	0	0	0	0	0	0
ENSG00000206651	0	0	0	0	0	0
ENSG00000206652	0	1	1	0	1	2
ENSG00000206654	0	0	0	0	0	0
ENSG00000206656	0	0	0	0	0	0
ENSG00000206658	0	0	0	0	0	0
ENSG00000206659	0	0	0	0	0	0
ENSG00000206660	1	0	1	5	0	0
ENSG00000206661	0	0	0	0	0	0
ENSG00000206662	0	0	0	0	0	0
ENSG00000206663	0	0	0	0	0	0
ENSG00000206665	0	0	0	0	0	0
ENSG00000206669	0	0	0	0	0	0
ENSG00000206671	0	0	0	0	0	0
ENSG00000206672	0	0	0	0	0	0
ENSG00000206674	3	4	3	0	7	1
ENSG00000206675	0	0	0	0	0	0
ENSG00000206676	0	0	0	0	0	0
ENSG00000206677	0	0	0	0	0	0
ENSG00000206678	0	0	0	0	0	0
ENSG00000206679	0	0	0	0	0	0
ENSG00000206680	0	0	0	0	0	0
ENSG00000206681	0	0	0	0	0	0
ENSG00000206682	0	0	0	0	0	0
ENSG00000206684	0	0	0	0	0	0
ENSG00000206685	0	0	0	0	0	0
ENSG00000206686	0	0	0	0	0	0
ENSG00000206687	0	0	0	0	0	0
ENSG00000206688	0	0	0	0	0	0
ENSG00000206690	0	0	0	0	0	0
ENSG00000206692	0	0	0	0	0	0
ENSG00000206693	0	0	0	0	0	0
ENSG00000206695	0	0	0	0	0	0
ENSG00000206697	0	0	0	0	0	0
ENSG00000206698	0	0	0	0	0	0
ENSG00000206699	0	0	0	0	0	0
ENSG00000206700	0	0	0	0	0	0
ENSG00000206701	0	0	0	0	0	0
ENSG00000206702	0	0	0	0	0	0
ENSG00000206703	0	0	0	0	0	0
ENSG00000206704	0	0	0	0	0	0
ENSG00000206705	0	0	0	0	0	0
ENSG00000206706	0	0	0	0	0	0
ENSG00000206708	0	0	0	0	0	0
ENSG00000206709	0	0	0	0	0	0
ENSG00000206710	0	0	0	0	0	0
ENSG00000206711	0	0	0	0	0	0
ENSG00000206712	0	0	0	0	0	0
ENSG00000206713	0	0	0	0	0	0
ENSG00000206714	0	0	0	0	0	0
ENSG00000206715	0	0	0	0	0	0
ENSG00000206716	0	0	0	0	0	0
ENSG00000206717	0	0	0	0	0	0
ENSG00000206718	0	0	0	0	0	0
ENSG00000206719	0	0	0	0	0	0
ENSG00000206721	0	0	0	0	0	0
ENSG00000206722	0	0	0	0	0	0
ENSG00000206723	0	0	0	0	0	0
ENSG00000206724	0	0	0	0	0	0
ENSG00000206725	0	0	0	0	0	0
ENSG00000206726	0	0	0	0	0	0
ENSG00000206727	0	0	0	0	0	0
ENSG00000206728	0	0	0	0	0	0
ENSG00000206729	0	0	0	0	0	0
ENSG00000206730	0	0	0	0	0	0
ENSG00000206731	0	0	0	0	0	0
ENSG00000206732	0	0	0	0	0	0
ENSG00000206733	0	0	0	0	0	0
ENSG00000206734	0	0	0	0	0	0
ENSG00000206737	0	0	0	0	0	0
ENSG00000206738	0	0	0	0	0	0
ENSG00000206739	0	0	0	0	0	0
ENSG00000206741	0	0	0	0	0	0
ENSG00000206743	0	0	0	0	0	0
ENSG00000206744	0	0	0	0	0	0
ENSG00000206745	0	0	0	0	0	0
ENSG00000206746	0	0	0	0	0	0
ENSG00000206747	0	0	0	0	1	0
ENSG00000206749	0	0	0	0	0	0
ENSG00000206751	0	0	0	0	0	0
ENSG00000206752	0	0	0	0	0	0
ENSG00000206754	0	0	0	0	0	0
ENSG00000206755	0	0	0	0	0	0
ENSG00000206756	0	0	0	0	0	0
ENSG00000206758	0	0	0	0	0	0
ENSG00000206759	0	0	0	0	0	0
ENSG00000206760	0	0	0	0	0	0
ENSG00000206762	0	0	0	0	0	0
ENSG00000206763	0	0	0	0	0	0
ENSG00000206764	0	0	0	0	0	0
ENSG00000206765	0	0	0	0	0	1
ENSG00000206766	0	0	0	0	0	0
ENSG00000206767	0	0	0	0	0	0
ENSG00000206768	0	0	0	0	0	0
ENSG00000206769	0	0	0	0	0	0
ENSG00000206770	0	0	0	0	0	0
ENSG00000206772	0	0	0	0	0	0
ENSG00000206774	0	0	0	0	0	0
ENSG00000206775	0	0	0	0	0	0
ENSG00000206776	0	0	0	0	0	0
ENSG00000206777	0	0	0	0	0	0
ENSG00000206778	0	0	0	0	0	0
ENSG00000206779	0	0	0	0	0	0
ENSG00000206780	0	0	0	0	0	0
ENSG00000206781	0	0	0	0	0	0
ENSG00000206782	0	0	0	0	0	0
ENSG00000206784	0	0	0	0	0	0
ENSG00000206785	0	0	0	0	0	0
ENSG00000206786	0	0	0	0	0	0
ENSG00000206787	0	0	0	0	0	0
ENSG00000206788	0	0	0	0	0	0
ENSG00000206790	0	0	0	0	0	0
ENSG00000206791	0	0	0	0	0	0
ENSG00000206792	0	0	0	0	0	0
ENSG00000206795	0	0	0	0	0	0
ENSG00000206796	0	0	0	0	0	0
ENSG00000206797	0	0	0	0	0	0
ENSG00000206799	0	0	0	0	0	0
ENSG00000206800	0	0	0	0	0	0
ENSG00000206801	0	0	0	0	0	0
ENSG00000206802	0	0	0	0	0	0
ENSG00000206803	1	0	0	0	0	1
ENSG00000206804	0	0	0	0	0	0
ENSG00000206805	0	0	0	0	0	0
ENSG00000206806	0	0	0	0	0	0
ENSG00000206807	0	0	0	0	0	0
ENSG00000206808	0	0	0	0	0	0
ENSG00000206811	0	0	0	0	0	0
ENSG00000206812	0	0	0	0	0	0
ENSG00000206813	0	0	0	0	0	0
ENSG00000206814	0	0	0	0	0	0
ENSG00000206815	0	1	2	0	1	2
ENSG00000206816	0	0	0	0	0	0
ENSG00000206817	0	0	0	0	0	0
ENSG00000206818	0	0	0	0	0	0
ENSG00000206819	0	0	0	0	0	0
ENSG00000206820	0	0	0	0	0	0
ENSG00000206822	0	0	0	0	0	0
ENSG00000206824	0	0	0	0	0	0
ENSG00000206826	0	0	0	0	0	0
ENSG00000206827	0	0	0	0	0	0
ENSG00000206828	0	0	0	0	0	0
ENSG00000206832	0	0	0	0	0	0
ENSG00000206833	0	0	0	0	0	0
ENSG00000206834	0	0	0	0	0	0
ENSG00000206835	0	0	0	0	0	0
ENSG00000206836	0	0	0	0	0	1
ENSG00000206838	0	0	0	0	0	0
ENSG00000206839	0	0	0	0	0	0
ENSG00000206840	0	0	0	1	0	0
ENSG00000206841	0	0	0	0	0	0
ENSG00000206842	0	0	0	0	0	0
ENSG00000206843	0	0	0	0	0	0
ENSG00000206844	0	0	0	0	0	0
ENSG00000206845	0	0	0	0	0	0
ENSG00000206846	0	0	0	0	0	0
ENSG00000206847	0	0	0	0	0	0
ENSG00000206848	0	0	0	0	0	0
ENSG00000206849	0	0	0	0	0	0
ENSG00000206850	0	0	0	0	0	0
ENSG00000206852	0	0	0	0	0	0
ENSG00000206853	0	0	0	0	0	0
ENSG00000206854	0	0	0	0	0	0
ENSG00000206855	0	0	0	0	0	0
ENSG00000206857	0	0	0	0	0	0
ENSG00000206858	0	0	0	0	0	0
ENSG00000206859	0	0	0	0	0	0
ENSG00000206862	0	0	0	0	0	0
ENSG00000206863	0	0	0	0	0	0
ENSG00000206864	0	0	0	0	0	0
ENSG00000206865	0	0	0	0	0	0
ENSG00000206866	0	0	0	0	0	0
ENSG00000206867	0	0	0	0	0	0
ENSG00000206869	0	0	0	0	0	0
ENSG00000206870	0	0	0	0	0	0
ENSG00000206871	0	0	0	0	0	0
ENSG00000206875	0	0	0	0	0	0
ENSG00000206877	0	0	0	0	0	0
ENSG00000206878	30	21	26	2	12	14
ENSG00000206880	1	1	0	0	0	0
ENSG00000206881	0	0	0	0	0	0
ENSG00000206882	0	0	0	0	0	0
ENSG00000206885	0	0	0	0	0	0
ENSG00000206886	0	0	0	0	0	0
ENSG00000206887	0	0	0	0	0	0
ENSG00000206888	0	0	0	0	0	0
ENSG00000206889	0	0	0	0	0	0
ENSG00000206891	0	0	0	0	0	0
ENSG00000206892	0	0	0	0	0	0
ENSG00000206895	0	0	0	0	0	0
ENSG00000206896	0	0	0	0	0	0
ENSG00000206897	0	0	0	0	0	0
ENSG00000206898	0	0	0	0	0	0
ENSG00000206899	0	0	0	0	0	0
ENSG00000206900	0	0	0	0	0	0
ENSG00000206901	0	0	0	0	0	0
ENSG00000206903	0	0	0	0	0	0
ENSG00000206905	0	0	0	0	0	0
ENSG00000206906	0	0	0	0	0	0
ENSG00000206907	0	0	0	0	0	0
ENSG00000206908	0	0	0	0	0	0
ENSG00000206909	0	0	0	0	0	0
ENSG00000206910	0	0	0	0	0	0
ENSG00000206911	0	0	0	0	0	0
ENSG00000206912	0	0	0	0	0	0
ENSG00000206913	0	0	0	0	0	0
ENSG00000206914	0	0	0	0	0	0
ENSG00000206915	0	0	0	0	0	0
ENSG00000206917	0	0	0	0	0	0
